prompt,completion,url
"Heel Height is Low. Brand is Hotter. Shoe Or Boot Style is Walking. Main Shoe Material is Nubuck. Exact Heel Height is 2.5cm. Heel Type is Flat. Comfort and Fit is Extra Wide Fit, Flexible Sole, Underfoot Cushioning. Toe Detail is Closed Toe, Round. Composition is Upper: nubuck/textile Sole: synthetic, Lining: textile.","Allowing you to make the most of what the countryside has in store, this pair of walking boots from Hotter offers subtle texture with its nubuck uppers.
Set on a flat heel, they are extra wide in fit, have a flexible sole as well as underfoot cushioning, and are finished with a rounded toe.
Heel height: 2.5cm",https://www.johnlewis.com/hotter-ridge-ii-extra-wide-nubuck-walking-boots/smokey-grey/p110355930
"Heel Height is Low. Brand is Hotter. Main Shoe Material is Nubuck. Shoe Or Boot Style is Walking. Exact Heel Height is 2.5cm. Heel Type is Flat. Comfort and Fit is Flexible Sole, Underfoot Cushioning. Toe Detail is Closed Toe, Round. Composition is Upper: nubuck/textile Sole: synthetic, Lining: textile.","Taking unfamiliar terrain in their stride, this ankle-high pair of walking boots from Hotter is beautifully textured with nubuck uppers.
Resting on a flat heel, they have a flexible sole, underfoot cushioning and are shaped with a round toe for everyday appeal.
Heel height: 2.5cm",https://www.johnlewis.com/hotter-ridge-ii-nubuck-walking-boots/smokey-grey/p110356022
"Heel Height is Low. Brand is Hotter. Main Shoe Material is Nubuck. Shoe Or Boot Style is Walking. Exact Heel Height is 3.2cm. Heel Type is Flat. Comfort and Fit is Underfoot Cushioning, Wide Fit. Toe Detail is Closed Toe, Round. Composition is Upper: waxed nubuck textile, Sole: polyurethane, Lining: textile.","Getting you ready for weekend wanders, this pair of walking boots from Hotter offers a quality texture to your ensembles thanks to its nubuck uppers.
Set on a flat heel, they are designed with comfort in mind, featuring underfoot cushioning and a wide fit and are round-toed in design to make your everyday staples sing.
Heel height: 3.2cm",https://www.johnlewis.com/hotter-alpine-gtx-wide-fit-walking-waterproof-boots/black-multi/p110356023
"Heel Height is Low. Brand is Hotter. Main Shoe Material is Leather. Shoe Or Boot Style is Ankle Boots. Exact Heel Height is 2cm. Heel Type is Block. Comfort and Fit is Extra Wide Fit, Underfoot Cushioning. Toe Detail is Almond, Closed Toe. Composition is Upper: leather, Sole: synthetic, Lining: textile.","Pulling on for autumnal appeal, this pair of ankle boots from Hotter offers a luxurious feel with its supple leather.
Elevated on a block heel, they are extra wide in fit, designed with underfoot cushioning and are shaped with an almond toe for a neat finish.
Heel height: 2cm",https://www.johnlewis.com/hotter-murmur-extra-wide-fit-leather-ankle-boots/navy/p110356024
"Heel Height is Low. Brand is Hotter. Main Shoe Material is Leather. Shoe Or Boot Style is Ankle Boots. Exact Heel Height is 2cm. Heel Type is Block. Comfort and Fit is Underfoot Cushioning. Toe Detail is Almond, Closed Toe. Composition is Upper: leather, Sole: synthetic, Lining: textile.","A true chameleon in styling that'll give edge to dresses and denim alike, this pair of ankle boots from Hotter is cut from quality leather.
Resting on a block heel, they have been designed with underfoot cushioning to provide extra support when on your feet and are shaped with an almond toe for a neat finish.
Heel height: 2cm",https://www.johnlewis.com/hotter-murmur-leather-ankle-boots/rich-tan/p110356027
"Heel Height is Low. Brand is Hotter. Main Shoe Material is Nubuck. Shoe Or Boot Style is Walking. Exact Heel Height is 3.2cm. Heel Type is Flat. Comfort and Fit is Underfoot Cushioning. Toe Detail is Closed Toe, Round. Composition is Upper: waxed nubuck textile, Sole: polyurethane, Lining: textile.","A must-have for map reading adventures, this pair of walking boots from Hotter is made softly textured nubuck uppers.
Set on a flat heel, they have a rounded toe for everyday charm.
Heel height: 3.2cm",https://www.johnlewis.com/hotter-alpine-gtx-walking-waterproof-boots/flint-grey/p110356029
"Heel Height is Low. Brand is Hotter. Main Shoe Material is Leather. Shoe Or Boot Style is Ankle Boots. Exact Heel Height is 2cm. Heel Type is Block. Comfort and Fit is Underfoot Cushioning, Wide Fit. Toe Detail is Almond, Closed Toe. Composition is Upper: leather, Sole: synthetic, Lining: textile.","Sitting at the ankle for a classic style, this pair of boots from Hotter is made with longevity in mind, thanks to its quality leather uppers.
Resting on a block heel, theyare designed with comfort in mind, featuring underfoot cushioning and a wide fit and have an almond-shaped toe that makes for a smooth finish.
Heel height: 2cm",https://www.johnlewis.com/hotter-murmur-wide-fit-leather-ankle-boots-navy/p110356031
"Main Shoe Material is Leather. Shoe Or Boot Style is Ankle Boots. Heel Type is Block. Heel Height is Mid. Brand is Dune. Toe Detail is Closed Toe. Material is Upper: Leather, Sole: Resin, Lining: Leather.","From Dune comes Patsie, a beautifully made shoe that is set to become a wardrobe staple.
With a block heel, these boots find a feminine take on masculine stylings. A leather lining gives the wearer comfort, whilst a pull tab on the rear offers easy access.
The exterior boasts a traditional design, with rounded toe and lace up fastenings. Stitch detailing completes the upper.
Team with a pair of jeans and a thick jumper for a chic, transitional look.
Heel height: 5.5cm",https://www.johnlewis.com/dune-patsie-d-lace-up-ankle-boots-tan/p3124051
"Heel Height is Mid. Brand is Barbour. Occasion Type is Casual. Main Shoe Material is Suede. Shoe Or Boot Style is Ankle Boots. Exact Heel Height is 5cm. Heel Type is Block. Toe Detail is Almond, Closed Toe. Composition is Upper: suede, Sole: rubber, Lining: synthetic.","Sitting at the ankle for a classic style, this pair of boots from Barbour is stitched with suede uppers for a luxe texture.
Elevated on a block heel, they have an almond-shaped toe that makes for a smooth finish.
Heel height: 5cm",https://www.johnlewis.com/barbour-nives-suede-ankle-boots-taupe/p110517041
"Brand is Dune. Shoe Or Boot Style is Knee Boots. Main Shoe Material is Leather. Heel Type is Block. Composition is Upper; Leather, Sole; Resin.","This knee high boot from Dune features a burnished toe with brogue detailing and an inside zip fastening. Button detailing to the front of the shoe adds a unique finish to a classic shoe shape.
Team with a shirt dress, leggings and a long blazer for an elegant evening ensemble.
Heel height: 5cm",https://www.johnlewis.com/dune-pixie-d-button-detail-knee-high-boots/p2273114
"Main Shoe Material is Leather. Shoe Or Boot Style is Ankle Boots. Heel Type is Block. Heel Height is Mid. Brand is Dune. Material is Leather, resin.","Channel an edgy, urban vibe with these Patsie lace up boots from Dune, made from pure leather for premium quality and long-lasting comfort. With a comfortable block heel and lace up detail along the front, the leather is slightly textured, adding rugged appeal. With a fleece lining to keep your feet snug and warm, these are ideal for staying smart and polished throughout the colder months.
 ",https://www.johnlewis.com/dune-patsie-d-leather-lace-up-ankle-boots-black-nubuck/p3767307
"Shoe Or Boot Style is Ankle Boots. Main Shoe Material is Leather. Heel Type is Flatform. Heel Height is Low. Brand is Whistles. Exact Heel Height is 3cm. Toe Detail is Closed Toe. Material is Upper: Leather, Sole: Rubber, Lining:Leather .","For a sturdy and comfortable style, choose the Amber ankle boots from Whistles.
A chunky sole offers a touch of lift while the ridges provide grip for off-road adventures. A classic, lace-up fastening ensures a secure fit and the sleek leather finish and leather lining ensures quality and comfortable wear. 
Use to create an androgynous look with loose trousers and a polo shirt. 
Heel Height: 3cm",https://www.johnlewis.com/whistles-amber-leather-lace-up-ankle-boots/p4391181
Main Shoe Material is Patent. Shoe Or Boot Style is Ankle Boots. Heel Type is Block. Heel Height is Mid. Brand is Steve Madden. Composition is Upper: Synthetic. Lining: Synthetic. Sole: Rubber.,"The Patrica boot from Steve Madden is an elevated everyday style. Textured through the upper, it lends a sleek feel to the traditional Chelsea boot with a pointed toe and mid-block heel. This pair is easy to slip on with an elasticated side panel and rear tab to pull on.
Heel heigth: 7.5cm.",https://www.johnlewis.com/steve-madden-patricia-ankle-boots-black/black/p4765124
"Main Shoe Material is Leather. Shoe Or Boot Style is Knee Boots. Heel Type is Block. Heel Height is High. Brand is L.K.Bennett. Exact Heel Height is 8.5cm. Material is Upper: Leather, Sole: 60% Leather, 40% Other, Lining: Leather .","A sleek design, these leather Kristen boots will help you transition seasons with ease. Effortlessly stylish, they sit just below the knee and feature a slim, block heel for a flattering finish.
Perfect for the cooler months, wear with a shift dress and tights.
Heel height: 8.5cm",https://www.johnlewis.com/l-k-bennett-kristen-leather-knee-high-boots-black/p4739361
"Main Shoe Material is Suede. Shoe Or Boot Style is Over the Knee Boot. Heel Type is Block. Heel Height is Mid. Brand is Dune. Exact Heel Height is 7cm. Toe Detail is Almond. Material is Upper: mircofibre, Sole: synthetic, Lining: leather.","From Dune, the Siren boot is a comfortable choice. Resting on a high block heel and shaped with a striking pointed toe. It's a versatile investment for everyday wear.
Heel height: 7cm",https://www.johnlewis.com/dune-siren-stretch-block-heel-almond-toe-boots-black/p4791129
Main Shoe Material is Suede. Shoe Or Boot Style is Knee Boots. Heel Type is Block. Heel Height is Low. Brand is Dune. Exact Heel Height is 3cm. Material is Suede/fabric/synthetic.,"A simply designed pair from Dune, the Tropic knee-high boots offer sleek style with a wooden block heel and a stretchy fabric back panel to keep bending and walking comfortable, while the front suede panel comes up high over the knee for a classic look layered over denim or leggings.
 Heel height: 3cm ",https://www.johnlewis.com/dune-tropic-suede-knee-high-boots-black/p4783493
"Heel Height is Low. Brand is FitFlop. Occasion Type is Casual. Shoe Or Boot Style is Walking. Main Shoe Material is Leather. Exact Heel Height is 2cm. Heel Type is Flatform. Toe Detail is Closed Toe. Material is Upper: leather/polyester, Sole: rubber, Lining: lycra.","With practicality that's sure to withstand uneven terrains, this pair of walking boots from FitFlop is crafted from leather for comfort and longevity of wear.
Sitting on a flatform heel, they are sure to be a favourite for off-duty days.
Heel height: 2cm",https://www.johnlewis.com/fitflop-neo-leather-mix-hiking-boots/black/p6359592
"Heel Height is Mid. Brand is Dune. Shoe Or Boot Style is Knee Boots. Main Shoe Material is Leather. Exact Heel Height is 7.5cm. Heel Type is Block. Toe Detail is Almond, Closed Toe. Material is Upper: leather, Sole: synthetic, Lining: fabric.","In a sleek style that elongates your profile, this pair of knee-high boots from Dune is made with leather uppers for long-lasting quality.
Sitting on a block heel, they have an almond-shaped toe that makes for a smooth finish.
Heel height: 7.5cm",https://www.johnlewis.com/dune-trelise-leather-knee-high-boots/tan/p6360000
"Heel Height is Low. Brand is Moda in Pelle. Occasion Type is Casual. Shoe Or Boot Style is Ankle Boots, Walking. Main Shoe Material is Leather. Exact Heel Height is 4.5cm. Heel Type is Block. Toe Detail is Almond, Closed Toe. Material is Upper: leather, Sole: rubber, Lining: faux fur.","From simple strolls in the countryside to long weekend ramblings, this versatile pair of ankle walking boots from Moda in Pelle is made with leather uppers for long-lasting quality.
Sitting on a block heel, they are shaped with an almond closed toe for a neat finish.
Heel height: 4.5cm",https://www.johnlewis.com/moda-in-pelle-iceberg-leather-lace-up-walking-boots/grey/p6360651
"Heel Height is Low. Brand is Moda in Pelle. Occasion Type is Casual. Shoe Or Boot Style is Ankle Boots, Biker Boots. Main Shoe Material is Leather. Exact Heel Height is 3cm. Heel Type is Block. Toe Detail is Almond, Closed Toe. Material is Upper: leather, Sole: rubber, Lining: leather.","A cool-weather option with added edge, this pair of biker boots by Moda in Pelle is fashioned from leather for footwear that will last for years to come.
Sitting on a block heel, they are shaped with an almond closed toe for a neat finish.
Heel height: 3cm",https://www.johnlewis.com/moda-in-pelle-irving-leather-biker-boots/black/p6360652
